Season,Crop,Variety,Month,Week 1,Week 2,Week 3,Week 4,Week 1 (KN),Week 2 (KN),Week 3 (KN),Week 4 (KN)
Summer,Paddy,Sahyadri Brahma,June,📅 Book Thresher & Labor | ✂️💧 Reduce water and stop watering before harvest,📅 Book Thresher & Labor | ✂️ Cut and collect the crop,Dry grain to 14% moisture (Air-tight Bags),Store rice and clean field,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️💧 ಕೊಯ್ಲಿಗೆ ಮೊದಲು ನೀರಿನ ಪ್ರಮಾಣ ಕಡಿಮೆ ಮಾಡಿ ಮತ್ತು ನಂತರ ನಿಲ್ಲಿಸಿ,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ ಬೆಳೆಯನ್ನು ಕೊಯ್ಲು ಮಾಡಿ ಮತ್ತು ಸಂಗ್ರಹಿಸಿ,ಧಾನ್ಯವನ್ನು ಶೇ. 14 ರಷ್ಟು ತೇವಾಂಶ ಬರುವವರೆಗೆ ಒಣಗಿಸಿ (ಗಾಳಿಯಾಡದ ಚೀಲಗಳು),Store rice and clean field
Summer,Vegetables,Brinjal (Arka Anand),February,🌦️🌱 Check Weather | Clean and level the land for planting,🧪 Apply specific NPK | Brinjal needs 125:100:50 | 🧪 Spray early morning/evening only,🌱 Mark planting rows / Prepare irrigation,🌱 Start sowing seeds in nursery trays,🌦️🌱 ಹವಾಮಾನವನ್ನು ಪರಿಶೀಲಿಸಿ | ನಾಟಿಗಾಗಿ ಜಮೀನನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ ಮತ್ತು ಸಮತಟ್ಟು ಮಾಡಿ,🧪 Apply specific NPK | ಬದನೆಕಾಯಿ needs 125:100:50 | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,🌱 ಸಾಲುಗಳನ್ನು ಗುರುತಿಸಿ ಮತ್ತು ನೀರಾವರಿ ಸಿದ್ಧತೆ ಮಾಡಿ,🌱 Start sowing seeds in nursery trays
Summer,Vegetables,Brinjal (Arka Anand),March,📅 Book Tractor & Labor | 🌱 Transplant seedlings to field (if nursery),🌱💧 Give water first time after sowing,🧪 Weed removal | Apply 6 kg/Acre MgSO4 (31 DAS) | 🧪 Spray early morning/evening only,Don’t let soil dry up,📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌱 Transplant seedlings to field (if nursery),🌱💧 Give water first time after sowing,🧪 Weed removal | ಎಕರೆಗೆ 6 ಕೆಜಿ ಮೆಗ್ನೀಸಿಯಮ್ ಸಲ್ಫೇಟ್ ಹಾಕಿ (31 DAS) | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,Don’t let soil dry up
Summer,Vegetables,Brinjal (Arka Anand),April,"🧪 Apply Urea for Growth split (e.g., 1/3 of the 50 kg/Acre total) at the fruit initiation stage | 🧪 Spray early morning/evening only",🔎 Scout: BSFB (Pheromone traps 100/ha),Continue irrigation,Remove weeds again,"🧪 Apply Urea for Growth split (e.g., 1/3 of the 50 kg/Acre total) at the fruit initiation stage | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ",🔎 ಪರಿಶೀಲಿಸಿ: ಕಾಯಿ ಕೊರಕ (Pheromone traps 100/ha),Continue irrigation,Remove weeds again
Summer,Vegetables,Brinjal (Arka Anand),May,🧪 Spray Spinosad 45 SC for BSFB | 🧪 Spray early morning/evening only,Irrigation (weather dependent),Check crop often,🧪 Use spray to stop disease | 🧪 Spray early morning/evening only,🧪 Spray Spinosad 45 SC for BSFB | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,Irrigation (weather dependent),Check crop often,🧪 Use spray to stop disease | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ
Summer,Vegetables,Brinjal (Arka Anand),June,"📅 Book Thresher & Labor | ✂️ Harvest when fruit is shiny, firm and medium-sized",📅 Book Thresher & Labor | ✂️ Keep harvest safe and dry,Measure crop yield,Field cleanup,"📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ ಹಣ್ಣು ಹೊಳೆಯುವಂತೆ, ಗಟ್ಟಿಯಾಗಿ ಮತ್ತು ಮಧ್ಯಮ ಗಾತ್ರದಲ್ಲಿದ್ದಾಗ ಕೊಯ್ಲು ಮಾಡಿ",📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ Keep harvest safe and dry,Measure crop yield,Field cleanup
Summer,Vegetables,Chilli (Arka Harita),February,🌦️🌱 Check Weather | Clean and level the land for planting,🧪 Apply specific NPK | 🧪 Spray early morning/evening only,🌱 Mark planting rows / Prepare irrigation,🌱 Start sowing seeds in nursery trays,🌦️🌱 ಹವಾಮಾನವನ್ನು ಪರಿಶೀಲಿಸಿ | ನಾಟಿಗಾಗಿ ಜಮೀನನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ ಮತ್ತು ಸಮತಟ್ಟು ಮಾಡಿ,🧪 Apply specific NPK | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,🌱 ಸಾಲುಗಳನ್ನು ಗುರುತಿಸಿ ಮತ್ತು ನೀರಾವರಿ ಸಿದ್ಧತೆ ಮಾಡಿ,🌱 Start sowing seeds in nursery trays
Summer,Vegetables,Chilli (Arka Harita),March,📅 Book Tractor & Labor | 🌱 Transplant seedlings to field (if nursery),🌱💧 Give water first time after sowing,Weed removal,Don’t let soil dry up,📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌱 Transplant seedlings to field (if nursery),🌱💧 Give water first time after sowing,Weed removal,Don’t let soil dry up
Summer,Vegetables,Chilli (Arka Harita),April,🧪 Apply Fertilizer | 🧪 Spray early morning/evening only,🔎 Scout: Thrips and Mites,Continue irrigation,Remove weeds again,🧪 Apply Fertilizer | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,🔎 Scout: Thrips and Mites,Continue irrigation,Remove weeds again
Summer,Vegetables,Chilli (Arka Harita),May,🧪 Spray Fipronil 80% WG or Diafenthiuron | 🧪 Spray early morning/evening only,Irrigation (weather dependent),Check crop often,🧪 Use spray to stop disease | 🧪 Spray early morning/evening only,🧪 Spray Fipronil 80% WG or Diafenthiuron | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,Irrigation (weather dependent),Check crop often,🧪 Use spray to stop disease | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ
Summer,Vegetables,Chilli (Arka Harita),June,📅 Book Thresher & Labor | ✂️ Harvesting starts,📅 Book Thresher & Labor | ✂️ Keep harvest safe and dry,Measure crop yield,Field cleanup,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ Harvesting starts,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ Keep harvest safe and dry,Measure crop yield,Field cleanup
Summer,Vegetables,Lady's Finger,February,🌦️🌱 Check Weather | Clean and level the land for planting,🌱🧪 Apply 50% Nitrogen split and full dose of Phosphorus and Potassium as First Dose (62.Fertilizer ) | 🧪 Spray early morning/evening only,🌱 Mark planting rows / Prepare irrigation,🌱 Start sowing seeds in nursery trays,🌦️🌱 ಹವಾಮಾನವನ್ನು ಪರಿಶೀಲಿಸಿ | ನಾಟಿಗಾಗಿ ಜಮೀನನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ ಮತ್ತು ಸಮತಟ್ಟು ಮಾಡಿ,🌱🧪 Apply 50% Nitrogen split and full dose of Phosphorus and Potassium as First Dose (62.Fertilizer ) | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,🌱 ಸಾಲುಗಳನ್ನು ಗುರುತಿಸಿ ಮತ್ತು ನೀರಾವರಿ ಸಿದ್ಧತೆ ಮಾಡಿ,🌱 Start sowing seeds in nursery trays
Summer,Vegetables,Lady's Finger,March,📅 Book Tractor & Labor | 🌱 Transplant seedlings to field (if nursery),🌱💧 Give water first time after sowing,Weed removal,🧪 Don’t let soil dry up | Apply 25% Urea for Growth (30 DAS) | 🧪 Spray early morning/evening only,📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌱 Transplant seedlings to field (if nursery),🌱💧 Give water first time after sowing,Weed removal,🧪 Don’t let soil dry up | ಗಿಡದ ಬೆಳವಣಿಗೆಗಾಗಿ ಶೇ. 25 ರಷ್ಟು ಯೂರಿಯಾ ಹಾಕಿ (ಬಿತ್ತನೆ ಮಾಡಿದ 30 ದಿನಗಳ ನಂತರ) | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ
Summer,Vegetables,Lady's Finger,April,🌱🧪 Apply final 25% Urea for Growth (45 DAS) | Monitor plant health | 🧪 Spray early morning/evening only,🔎⚠️ Scout: Whitefly (If you see 5-10 in one leaf ) (YVMV vector),Continue irrigation,Remove weeds again,🌱🧪 45 ನೇ ದಿನದಲ್ಲಿ ಉಳಿದ ಶೇ. 25 ರಷ್ಟು ಯೂರಿಯಾ ಹಾಕಿ | ಗಿಡದ ಆರೋಗ್ಯವನ್ನು ಗಮನಿಸಿ | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,🔎⚠️ ಪರಿಶೀಲಿಸಿ: ಬಿಳಿ ನೊಣ (If you see 5-10 in one leaf ) (ವೈವಿಎಂವಿ ವೈರಸ್ ಹರಡುವ ಕೀಟ),Continue irrigation,Remove weeds again
Summer,Vegetables,Lady's Finger,May,🧪 Spray Imidacloprid for Whiteflies | 🧪 Spray early morning/evening only,Irrigation (weather dependent),Check crop often,🧪 Use spray to stop disease | 🧪 Spray early morning/evening only,🧪 Spray Imidacloprid for Whiteflies | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,Irrigation (weather dependent),Check crop often,🧪 Use spray to stop disease | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ
Summer,Vegetables,Lady's Finger,June,📅 Book Thresher & Labor | ✂️ Harvesting starts,📅 Book Thresher & Labor | ✂️ Keep harvest safe and dry,Measure crop yield,Field cleanup,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ Harvesting starts,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ Keep harvest safe and dry,Measure crop yield,Field cleanup
Rabi,Paddy,KMP-220 (Mandya Jyothi),October,📅 Book Tractor & Labor | 🌦️ Check Weather | 🚜 Land prep & puddling,Green Manuring | Nursery/seeding in trays,Give compost or chemical fertilizer,Maintain nursery irrigation,📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌦️ ಹವಾಮಾನವನ್ನು ಪರಿಶೀಲಿಸಿ | 🚜 ಭೂಮಿ ಸಿದ್ಧತೆ ಮತ್ತು ಹದಗೊಳಿಸುವಿಕೆ,ಹಸಿರು ಗೊಬ್ಬರ ಬಳಕೆ | Nursery/seeding in trays,Give compost or chemical fertilizer,ಸಸಿಮಡಿಗೆ ಸರಿಯಾಗಿ ನೀರು ಕೊಡಿ
Rabi,Paddy,KMP-220 (Mandya Jyothi),November,📅 Book Tractor & Labor | 🌱 Put young plants into field | Transplant at 15x10 cm spacing,"🌱 Post transplant irrigation | 🧪 Apply Fertilizer (50% N First Dose, full P & K) | 🧪 Spray early morning/evening only",Remove weeds first time,💧🌾 Water Saving (Keep soil moist but not flooded),📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌱 Put young plants into field | Transplant at 15x10 cm ಅಂತರ,"🌱 Post transplant irrigation | 🧪 Apply Fertilizer (50% N First Dose, full P & K) | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ",ಮೊದಲ ಬಾರಿ ಕಳೆ ತೆಗೆಯಿರಿ,💧🌾 ನೀರಿನ ಉಳಿತಾಯ (ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶವಿರಲಿ ಆದರೆ ನೀರು ನಿಲ್ಲಿಸಬೇಡಿ)
Rabi,Paddy,KMP-220 (Mandya Jyothi),December,🧪 Apply 25% N (tillering) split | 🧪 Spray early morning/evening only,"🔎⚠️ Scout: BPH (If you see 5-10 in one hill ), Stem Borer (Check for eggs ), Blast (Prioritize Blast-tolerant varieties like KMP-220)",Pull out weeds again,💧 Water based on rain or dryness,🧪 ಶೇ. 25 ರಷ್ಟು ಯೂರಿಯಾ ಗೊಬ್ಬರವನ್ನು (ಸಸಿ ಒಡೆಯುವ ಹಂತದಲ್ಲಿ) ಹಾಕಿ | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,"🔎⚠️ ಪರಿಶೀಲಿಸಿ: ಜಿಗಿ ಹುಳು (If you see 5-10 in one hill ), ಕಾಂಡಕೊರಕ (ಮೊಟ್ಟೆಗಳಿಗಾಗಿ ಪರಿಶೀಲಿಸಿ ), ಬೆಂಕಿರೋಗ (ಕೆಎಂಪಿ-220 ನಂತಹ ರೋಗ ನಿರೋಧಕ ತಳಿಗಳಿಗೆ ಆದ್ಯತೆ ನೀಡಿ)",ಕಳೆಗಳನ್ನು ಕಿತ್ತೆಸೆಯಿರಿ again,💧 Water based on rain or dryness
Rabi,Paddy,KMP-220 (Mandya Jyothi),January,Panicle emergence monitoring,🧪🌾 Apply final 25% Nitrogen (Grain forming stage split) | 🧪 Spray early morning/evening only,💧 Begin to remove water from field,"🧪 Spray Tricyclazole for Blast (Prioritize Blast-tolerant varieties like KMP-220), Chlorantraniliprole for Stem Borer (ETL: 1-2 egg masses/sq.m) | 🧪 Spray early morning/evening only",ತೆನೆ ಬರುವ ಹಂತವನ್ನು ಗಮನಿಸಿ,🧪🌾 Apply final 25% Nitrogen (Grain forming stage split) | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,💧 Begin to remove water from field,"🧪 Spray Tricyclazole for ಬೆಂಕಿರೋಗ (ಕೆಎಂಪಿ-220 ನಂತಹ ರೋಗ ನಿರೋಧಕ ತಳಿಗಳಿಗೆ ಆದ್ಯತೆ ನೀಡಿ), Chlorantraniliprole for ಕಾಂಡಕೊರಕ (ETL: 1-2 egg masses/sq.m) | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ"
Rabi,Paddy,KMP-220 (Mandya Jyothi),February,Field draining & field checks,📅 Book Thresher & Labor | ✂️ Harvest planning,📅 Book Thresher & Labor | ✂️ Use machine to cut crop,Threshing & drying,Field draining & field checks,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ Harvest planning,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ Use machine to cut crop,Threshing & drying
Rabi,Paddy,KMP-220 (Mandya Jyothi),March,📅 Book Thresher & Labor | ✂️ Completing harvest,Dry grain to 14% moisture (Air-tight Bags),Field cleaning and bund maintenance,📅 Book Thresher & Labor | ✂️ Clean the field after harvest,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ Completing harvest,ಧಾನ್ಯವನ್ನು ಶೇ. 14 ರಷ್ಟು ತೇವಾಂಶ ಬರುವವರೆಗೆ ಒಣಗಿಸಿ (ಗಾಳಿಯಾಡದ ಚೀಲಗಳು),Field cleaning and bund maintenance,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ Clean the field after harvest
Rabi,Paddy,MO-4,October,📅 Book Tractor & Labor | 🌦️ Check Weather | 🚜 Land prep & puddling,Green Manuring | Nursery/seeding in trays,Give compost or chemical fertilizer,Maintain nursery irrigation,📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌦️ ಹವಾಮಾನವನ್ನು ಪರಿಶೀಲಿಸಿ | 🚜 ಭೂಮಿ ಸಿದ್ಧತೆ ಮತ್ತು ಹದಗೊಳಿಸುವಿಕೆ,ಹಸಿರು ಗೊಬ್ಬರ ಬಳಕೆ | Nursery/seeding in trays,Give compost or chemical fertilizer,ಸಸಿಮಡಿಗೆ ಸರಿಯಾಗಿ ನೀರು ಕೊಡಿ
Rabi,Paddy,MO-4,November,📅 Book Tractor & Labor | 🌱 Put young plants into field | Transplant at 15x10 cm spacing | ⚠️ Near sea? Check water salinity,"🌱 Post transplant irrigation | 🧪 Apply Fertilizer (50% N First Dose, full P & K) | 🧪 Spray early morning/evening only",Remove weeds first time,💧🌾 Water Saving (Keep soil moist but not flooded),📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌱 Put young plants into field | Transplant at 15x10 cm ಅಂತರ | ⚠️ ಸಮುದ್ರದ ಸಮೀಪವಿದ್ದರೆ ನೀರಿನ ಉಪ್ಪಿನಂಶ ಪರೀಕ್ಷಿಸಿ,"🌱 Post transplant irrigation | 🧪 Apply Fertilizer (50% N First Dose, full P & K) | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ",ಮೊದಲ ಬಾರಿ ಕಳೆ ತೆಗೆಯಿರಿ,💧🌾 ನೀರಿನ ಉಳಿತಾಯ (ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶವಿರಲಿ ಆದರೆ ನೀರು ನಿಲ್ಲಿಸಬೇಡಿ)
Rabi,Paddy,MO-4,December,🧪 Apply 25% N (tillering) split | 🧪 Spray early morning/evening only,"🔎⚠️ Scout: BPH (If you see 5-10 in one hill ), Stem Borer (Check for eggs ), Blast (Prioritize Blast-tolerant varieties like KMP-220)",Pull out weeds again,💧 Water based on rain or dryness,🧪 ಶೇ. 25 ರಷ್ಟು ಯೂರಿಯಾ ಗೊಬ್ಬರವನ್ನು (ಸಸಿ ಒಡೆಯುವ ಹಂತದಲ್ಲಿ) ಹಾಕಿ | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,"🔎⚠️ ಪರಿಶೀಲಿಸಿ: ಜಿಗಿ ಹುಳು (If you see 5-10 in one hill ), ಕಾಂಡಕೊರಕ (ಮೊಟ್ಟೆಗಳಿಗಾಗಿ ಪರಿಶೀಲಿಸಿ ), ಬೆಂಕಿರೋಗ (ಕೆಎಂಪಿ-220 ನಂತಹ ರೋಗ ನಿರೋಧಕ ತಳಿಗಳಿಗೆ ಆದ್ಯತೆ ನೀಡಿ)",ಕಳೆಗಳನ್ನು ಕಿತ್ತೆಸೆಯಿರಿ again,💧 Water based on rain or dryness
Rabi,Paddy,MO-4,January,Panicle emergence monitoring,🧪🌾 Apply final 25% Nitrogen (Grain forming stage split) | 🧪 Spray early morning/evening only,💧 Begin to remove water from field,"🧪 Spray Tricyclazole for Blast (Prioritize Blast-tolerant varieties like KMP-220), Chlorantraniliprole for Stem Borer (ETL: 1-2 egg masses/sq.m) | 🧪 Spray early morning/evening only",ತೆನೆ ಬರುವ ಹಂತವನ್ನು ಗಮನಿಸಿ,🧪🌾 Apply final 25% Nitrogen (Grain forming stage split) | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,💧 Begin to remove water from field,"🧪 Spray Tricyclazole for ಬೆಂಕಿರೋಗ (ಕೆಎಂಪಿ-220 ನಂತಹ ರೋಗ ನಿರೋಧಕ ತಳಿಗಳಿಗೆ ಆದ್ಯತೆ ನೀಡಿ), Chlorantraniliprole for ಕಾಂಡಕೊರಕ (ETL: 1-2 egg masses/sq.m) | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ"
Rabi,Paddy,MO-4,February,Maintain soil moisture,Field draining & field checks,🔎 Scout for late-stage pests,📅 Book Thresher & Labor | ✂️💧 Remove water before harvest,Maintain soil moisture,Field draining & field checks,🔎 Scout for late-stage pests,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️💧 ಕೊಯ್ಲಿಗೆ 10 ದಿನ ಮೊದಲು ನೀರನ್ನು ಹೊರಹಾಕಿ
Rabi,Paddy,MO-4,March,📅 Book Thresher & Labor | ✂️ First week: Cut and collect the crop,Second week: Threshing & drying,Dry grain to 14% moisture (Air-tight Bags),Field cleaning and bund maintenance,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ First week: ಬೆಳೆಯನ್ನು ಕೊಯ್ಲು ಮಾಡಿ ಮತ್ತು ಸಂಗ್ರಹಿಸಿ,Second week: Threshing & drying,ಧಾನ್ಯವನ್ನು ಶೇ. 14 ರಷ್ಟು ತೇವಾಂಶ ಬರುವವರೆಗೆ ಒಣಗಿಸಿ (ಗಾಳಿಯಾಡದ ಚೀಲಗಳು),Field cleaning and bund maintenance
Rabi,Cowpea,GP-1,October,🌦️ Check Weather | Prepare fine seedbed.,🌱 Treat seeds and sow at 45x10 cm spacing. | 🧪 Apply 12.5:25:12.Fertilizer (5) kg/ha as First Dose dose | 🧪 Spray early morning/evening only,🌱💧 Irrigate lightly after sowing.,Weed if needed.,🌦️ ಹವಾಮಾನವನ್ನು ಪರಿಶೀಲಿಸಿ | Prepare fine seedbed.,🌱 Treat seeds and sow at 45x10 cm ಅಂತರ. | 🧪 Apply 12.5:25:12.Fertilizer (5) kg/ha as First Dose dose | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,🌱💧 ಹಗುರವಾಗಿ ನೀರು ಕೊಡಿ after sowing.,Weed if needed.
Rabi,Cowpea,GP-1,November,🌱 Weed at 20-25 days after sowing.,Growth Dose small nitrogen dose.,Check for aphids and pod borer.,🧪 Spray pest control if needed. | Spray 1% Urea (30 DAS) | 🧪 Spray early morning/evening only,🌱 ಬಿತ್ತನೆ ಮಾಡಿದ 20-25 ದಿನಗಳ ನಂತರ ಕಳೆ ತೆಗೆಯಿರಿ.,Growth Dose small nitrogen dose.,Check for aphids and pod borer.,🧪 Spray pest control if needed. | ಶೇ. 1 ರಷ್ಟು ಯೂರಿಯಾ ದ್ರಾವಣವನ್ನು ಸಿಂಪಡಿಸಿ (ಬಿತ್ತನೆ ಮಾಡಿದ 30 ದಿನಗಳ ನಂತರ) | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ
Rabi,Cowpea,GP-1,December,💧 Irrigate at flowering.,Monitor pod filling,🔎 Scout for pests,📅 Book Thresher & Labor | ✂️ Prepare for pod harvest,💧 Irrigate at flowering.,Monitor pod filling,🔎 Scout for pests,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ Prepare for pod harvest
Rabi,Cowpea,GP-1,January,📅 Book Thresher & Labor | ✂️ Harvest dry pods in splits,"Dry pods in sun. Thresh and dry grain | Store with Azadirachtin (10,000 ppm @ 7.5 ml/kg)",Field resting,Field resting,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ Harvest dry pods in splits,"Dry pods in sun. Thresh and dry grain | ಅಜಾಡಿರಾಕ್ಟಿನ್‌ನೊಂದಿಗೆ ಸಂಗ್ರಹಿಸಿ (10,000 ppm @ 7.5 ml/kg)",ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ
Rabi,Cowpea,GP-1,February,Field resting,Field resting,Field resting,Field resting,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ
Rabi,Cowpea,GP-1,March,Field resting,Field resting,Field resting,Field resting,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ
